product_code,product_name,2026-08-18,2026-08-17,2026-08-16,2026-08-15,2026-08-14,2026-08-13,2026-08-12,2026-08-11
99737063,AGI DDR5-5600 CL46 UD238 서린 (32GB),399170,667500,687500,645000,665000,667500,670000,685000
101078582,AGI DDR5-6000 CL30 TURBOJET UD858 RGB 블랙 패키지 서린 (32GB(16Gx2)),765960,765960,765960,765970,739000,759000,761480,761480
103752776,AGI DDR5-6000 CL30 TURBOJET UD858 RGB 블랙 패키지 서린 (48GB(24Gx2)),1038240,1038240,1038240,1038240,1038240,1038240,1038240,1038240
106694363,AGI DDR5-6000 CL30 TURBOJET UD858 RGB 블루그린 패키지 서린 (32GB(16Gx2)),736000,736000,736000,736000,736000,736000,736000,736000
101078618,AGI DDR5-6000 CL30 TURBOJET UD858 RGB 화이트 패키지 서린 (32GB(16Gx2)),765960,765960,765960,765970,765960,765960,765960,765960
101078510,AGI DDR5-6000 CL30 TURBOJET UD858 블랙 패키지 서린 (32GB(16Gx2)),788980,788980,788980,788980,788980,788980,788980,788980
108418964,AGI DDR5-6000 CL36 TURBOJET UD858 RGB 블랙 패키지 서린 (32GB(16Gx2)),695680,695680,695680,695680,695680,695680,695680,695680
108419015,AGI DDR5-6000 CL36 TURBOJET UD858 RGB 화이트 패키지 서린 (32GB(16Gx2)),695680,695680,695680,695680,695680,695680,695680,695680
101725853,AGI 노트북 DDR4-3200 CL22 SD138 서린 (16GB),155880,155880,155880,155880,155880,155880,155880,155880
101725856,AGI 노트북 DDR4-3200 CL22 SD138 서린 (8GB),78000,78000,78000,78000,78000,78000,78000,78000
101721581,AGI 노트북 DDR5-5600 CL46 SD238 서린 (16GB),333200,333200,333200,333200,333200,333200,333200,333200
15414239,ANACOMDA DDR4-3200 CL22 디앤디컴 (16GB),176530,176530,176530,176530,176530,176530,176530,176530
123729898,ANACOMDA DDR5-5200 CL42 디앤디컴 (16GB),,,,,,,,
91496405,ANACOMDA DDR5-5600 CL46 디앤디컴 (16GB),342990,342990,342990,342990,329000,310230,329000,329000
104041571,ANACOMDA DDR5-5600 CL46 얼티메이크 (16GB),307100,307100,307100,307100,307100,307110,307110,307110
105966707,ANACOMDA DDR5-6000 CL38 KING SNAKE 블랙 얼티메이크 (32GB(16Gx2)),667160,667160,667160,667160,667160,667160,667160,667160
105966770,ANACOMDA DDR5-6000 CL38 KING SNAKE 화이트 얼티메이크 (32GB(16Gx2)),667160,667160,667160,667160,667160,667160,667160,667160
2430601,AVEXIR DDR3-1600 CL10 Blitz 1.1 Original 패키지 대양케이스 (16GB(8Gx2)),150000,150000,150000,150000,150000,150000,150000,150000
109483274,Apacer DDR4-3200 CL22 (16GB),189240,189240,189240,189260,189260,189250,189260,189250
109483250,Apacer DDR4-3200 CL22 (8GB),79320,79320,79320,79330,79330,79330,79330,79330
99886835,Apacer DDR5-5200 CL40 NOX BLACK 패키지 (32GB(16Gx2)),620000,620000,620000,620000,620000,619980,620000,620000
99749048,Apacer DDR5-5200 CL40 NOX RGB BLACK 패키지 (32GB(16Gx2)),632400,632400,632400,632400,632400,632400,632400,632400
99749258,Apacer DDR5-5200 CL40 NOX RGB SILVER 패키지 (32GB(16Gx2)),634980,634980,634980,634990,634990,634980,634990,634980
99887309,Apacer DDR5-5200 CL40 NOX WHITE 패키지 (32GB(16Gx2)),619980,619980,619980,620000,620000,619800,620000,620000
99893666,Apacer DDR5-5600 CL46 (16GB),336990,336990,336990,336990,337000,336980,336550,321100
99893684,Apacer DDR5-5600 CL46 (32GB),679570,679570,637500,657500,677500,679570,679570,679570
99887372,Apacer DDR5-6000 CL38 NOX BLACK 패키지 (32GB(16Gx2)),639000,639000,639000,639000,639000,639000,638980,639000
99887354,Apacer DDR5-6000 CL38 NOX BLACK 패키지 (64GB(32Gx2)),1350000,1350000,1350000,1350000,1350000,1350000,1350000,1350000
99749339,Apacer DDR5-6000 CL38 NOX RGB BLACK 패키지 (32GB(16Gx2)),690500,690500,690500,690500,690500,690500,690500,690500
99749546,Apacer DDR5-6000 CL38 NOX RGB BLACK 패키지 (64GB(32Gx2)),1363990,1363990,1363990,1364000,1364000,1363990,1364000,1363990
