product_code,product_name
105969302,TeamGroup T-CREATE DDR5-6000 CL40 EXPERT 화이트 패키지 서린 (128GB(64Gx2))
106045133,CORSAIR DDR5-6000 CL36 VENGEANCE (16GB)
106045574,GUDGA DDR5-5600 CL46 (8GB)
106046342,CORSAIR DDR5-6000 CL36 VENGEANCE RGB (16GB)
106223162,킹스톤 FURY DDR5-5600 CL40 Beast 블랙 병행수입 (16GB)
106223180,킹스톤 FURY DDR5-5600 CL46 Beast 블랙 병행수입 (16GB)
10639095,써멀테이크 DDR4-3600 CL18 TOUGHRAM RGB 화이트 패키지 (16GB(8Gx2))
106694363,AGI DDR5-6000 CL30 TURBOJET UD858 RGB 블루그린 패키지 서린 (32GB(16Gx2))
106694813,OLOy DDR5-6000 CL32 BLADE Black 패키지 올로코리아 (32GB(16Gx2))
106695737,TeamGroup 노트북 DDR4-3200 CL22 Elite (8GB)
106695755,TeamGroup 노트북 DDR4-3200 CL22 Elite (16GB)
106695761,TeamGroup 노트북 DDR4-3200 CL22 Elite (32GB)
106721660,써멀테이크 DDR5-6400 CL34 TOUGHRAM RGB 블랙 패키지 (48GB(24Gx2))
106729376,FRIO DDR5-5600 CL46 (16GB)
106746152,GUDGA DDR4-3200 CL22 (32GB)
106747745,TeamGroup T-Force DDR4-3600 CL18 Vulcan Z Gray 패키지 서린 (16GB(8Gx2))
106748657,마이크론 Crucial 노트북 DDR4-3200 CL22 해외구매 (16GB(8Gx2))
10742970,삼성전자 노트북 DDR4-2666 (32GB)
107770946,옵티머스 DDR5-5600 아인스시스템 (16GB)
107770970,옵티머스 DDR5-5600 아인스시스템 (32GB)
107983472,OSCOO DDR5-5600 CL46 아스크텍 (8GB)
107983655,OSCOO DDR5-5600 CL46 아스크텍 (16GB)
10824564,삼성전자 DDR4-2666 ECC/REG (32GB)
108390497,Terabyte Ramonster DDR5-4800 (16GB)
108391649,삼성전자 DDR5-6400 CL52 CUDIMM (8GB)
108391655,삼성전자 DDR5-6400 CL52 CUDIMM (16GB)
108411704,써멀테이크 DDR4-3600 CL18 TOUGHRAM XG RGB 화이트 패키지 (16GB(8Gx2))
108418964,AGI DDR5-6000 CL36 TURBOJET UD858 RGB 블랙 패키지 서린 (32GB(16Gx2))
108419015,AGI DDR5-6000 CL36 TURBOJET UD858 RGB 화이트 패키지 서린 (32GB(16Gx2))
108445535,디오테라 ROIPLE DDR4-3200 (16GB)
10853625,삼성전자 노트북 DDR4-3200 (8GB)
10859073,GeIL DDR4-3200 CL22 PRISTINE (8GB)
10859097,GeIL DDR4-3200 CL22 PRISTINE (16GB)
10881360,삼성전자 노트북 DDR4-3200 (32GB)
109483250,Apacer DDR4-3200 CL22 (8GB)
109483274,Apacer DDR4-3200 CL22 (16GB)
109483625,ADATA DDR5-6000 CL30 ARMAX 패키지 파인인포 (32GB(16Gx2))
109680518,삼성전자 DDR5-5600 (24GB)
109682669,G.SKILL DDR5-5600 CL28 G5 NEO ECC/REG 패키지 (128GB(32Gx4))
109682708,G.SKILL DDR5-5600 CL28 G5 ECC/REG 패키지 (128GB(32Gx4))
11028636,삼성전자 DDR4-3200 (32GB)
11044452,G.SKILL DDR4-3600 CL18 TRIDENT Z NEO 패키지 (64GB(32Gx2))
11055783,Terabyte Ramonster DDR4-3200 CL22 BLACK (16GB)
110699500,TeamGroup T-CREATE DDR5-6000 CL30 EXPERT 패키지 서린 (32GB(16GX2))
11196246,ADATA 노트북 DDR4-3200 CL22 (8GB)
11196249,ADATA 노트북 DDR4-3200 CL22 (16GB)
112110949,삼성전자 DDR3-1333 (중고) (4GB)
11236449,삼성전자 DDR4-2400 중고 (8GB)
112969488,SK하이닉스 DDR4-3200 (8GB)
11298180,삼성전자 DDR4-2400 중고 (16GB)
11380119,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 패키지 서린 (16GB(8Gx2))
11380332,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 패키지 서린 (32GB(16Gx2))
11380437,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지 서린 (16GB(8Gx2))
11380467,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지 서린 (32GB(16Gx2))
11397141,삼성전자 노트북 DDR4-3200 (16GB)
11431059,G.SKILL DDR4-3600 CL18 TRIDENT Z RGB 패키지 (16GB(8Gx2))
11431083,G.SKILL DDR4-3600 CL18 TRIDENT Z RGB 패키지 (32GB(16Gx2))
11445204,PATRIOT DDR4-3200 CL22 SIGNATURE (8GB)
11445216,PATRIOT DDR4-3200 CL22 SIGNATURE (16GB)
11445219,PATRIOT DDR4-3200 CL22 SIGNATURE (32GB)
11445372,PATRIOT 노트북 DDR4-3200 CL22 SIGNATURE (8GB)
11445393,PATRIOT 노트북 DDR4-3200 CL22 SIGNATURE (16GB)
1144692,삼성전자 DDR3-1333U 중고 (4GB)
114487238,삼성전자 DDR3-1600 ECC/REG LP (16GB)
11462262,TeamGroup T-Force DDR4-3200 CL16 XTREEM ARGB 패키지 (16GB(8Gx2))
114991150,삼성전자 DDR2 PC2-6400 CL6 (중고) (2GB)
11541857,삼성전자 DDR4-3200 (8GB)
11541968,삼성전자 DDR4-2933 ECC/REG (16GB)
11541977,삼성전자 DDR4-2933 ECC/REG (32GB)
11541992,삼성전자 DDR4-2933 (32GB)
115474903,삼성전자 DDR3L 1600 저전력 (중고) (8GB)
11587076,V-Color DDR4-4000 CL19 PRISM PRO RGB SILVER 패키지 (16GB(8Gx2))
11627192,PNY DDR4-2666 Performance (16GB)
11631620,삼성전자 DDR4-2666 ECC/REG (8GB)
11631995,삼성전자 DDR4-2666 ECC/Unbuffered (8GB)
11633126,삼성전자 DDR4-2666 ECC/Unbuffered (16GB)
116414127,삼성전자 노트북 DDR3-1066 (중고) (4GB)
11644949,삼성전자 DDR4-2400 중고 (4GB)
11655968,타무즈 노트북 DDR4-2666 CL19 (4GB)
11682743,GeIL 노트북 DDR4-3200 CL22 (8GB)
11682767,GeIL 노트북 DDR4-3200 CL22 (16GB)
116898273,삼성전자 DDR4-2133 (16GB)
117552082,TeamGroup T-CREATE DDR5-6000 CL30 EXPERT 화이트 패키지 서린 (32GB(16GX2))
1177353,Dreamware DDR3-1333 ECC Mac Pro (2GB)
1177359,Dreamware DDR3-1333 ECC Mac Pro (4GB)
11787049,ESSENCORE KLEVV DDR4-3200 CL22 파인인포 (8GB)
11787091,ESSENCORE KLEVV DDR4-3200 CL22 파인인포 (16GB)
11787154,ESSENCORE KLEVV 노트북 DDR4-3200 CL22 파인인포 (8GB)
11787178,ESSENCORE KLEVV 노트북 DDR4-3200 CL22 파인인포 (16GB)
11790199,삼성전자 DDR4-3200 (16GB)
1183663,EKMEMORY DDR3-1333 인디핑크 (4GB)
11858860,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 패키지 (32GB(16Gx2))
11858869,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지 (16GB(8Gx2))
11858875,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지 (32GB(16Gx2))
